Material,Grade,Density,TensileStrength,YieldStrength,Hardness,ElasticModulus,CostScore,CorrosionResistance,WearResistance,SustainabilityScore
Steel 40 GOST 1577-93,normalized,7.86,605,260,217.0,206000,8.5,4.5,3.312,5.5
Steel 40 GOST 1577-93,normalized,7.86,625,290,217.0,206000,8.5,4.5,3.312,5.5
Steel 40 GOST 1577-93,normalized,7.86,625,320,217.0,206000,8.5,4.5,3.312,5.5
Steel 40Ch GOST 1577-93,Quenched and tempered,7.86,875,560,217.0,206000,8.5,4.5,3.312,6.5
Steel 40Ch GOST 1577-93,Quenched and tempered,7.86,1000,660,217.0,206000,7.0,4.5,3.312,6.5
Steel 40Ch GOST 1577-93,Quenched and tempered,7.86,1100,800,217.0,206000,7.0,4.5,3.312,6.5
Steel 40Ch GOST 4543-71,Improved,7.85,800,650,207.0,214000,8.5,4.5,3.755,6.5
Steel 40Ch GOST 4543-71,Quenching and cooling in the oil,7.85,1100,900,207.0,214000,7.0,4.5,4.857,6.5
Steel 40Ch GOST 4543-71,Quenching and cooling in the oil,7.85,1300,1100,207.0,214000,7.0,4.5,5.592,7.0
Steel 40Ch GOST 4543-71,Standard,7.85,980,785,217.0,214000,7.0,4.5,3.312,6.5
Steel 40Ch GOST 4543-71,normalized,7.85,630,330,207.0,214000,8.5,4.5,3.131,5.5
Steel 40ChFA GOST 4543-71,Quenching and cooling in the oil,7.81,900,750,207.0,215000,8.5,4.5,4.122,6.5
Steel 40ChFA GOST 4543-71,Quenching and cooling in the oil,7.81,1600,1300,207.0,215000,5.0,4.5,6.694,7.0
Steel 40ChL GOST 977-88,Quenching and cooling in the oil,7.84,638,491,207.0,219000,8.5,4.5,3.16,5.5
Steel 40ChN GOST 4543-71,Quenching and cooling in the oil,7.85,1200,1000,207.0,200000,7.0,4.5,5.224,6.5
Steel 40ChN GOST 4543-71,Standard,7.85,980,785,229.0,200000,7.0,4.5,3.478,6.5
Steel 40ChN GOST 4543-71,normalized,7.85,780,460,207.0,200000,8.5,4.5,3.682,6.5
Steel 40G GOST 1050-88,Quenching and cooling in the water,7.81,840,590,207.0,204000,8.5,4.5,3.902,6.5
Steel 40G GOST 1050-88,normalized,7.81,600,360,207.0,204000,8.5,4.5,3.02,5.5
Steel 40G2 GOST 4543-71,Quenching and cooling in the oil,7.8,1120,950,331.0,212000,7.0,4.5,4.891,6.5
Steel 40G2 GOST 4543-71,normalized,7.8,670,390,207.0,212000,8.5,4.5,3.278,5.5
Steel 40L GOST 977-88,Quenched and tempered,7.81,540,343,207.0,205000,8.5,4.5,2.8,5.5
Steel 40L GOST 977-88,normalized,7.81,520,294,207.0,215000,8.5,4.5,2.727,5.5
Steel 45 GOST 1050-88,Annealing or high tempering,7.81,540,350,207.0,200000,8.5,4.5,3.174,5.5
Steel 45 GOST 1050-88,Cold working,7.81,640,440,241.0,200000,8.5,4.5,3.645,5.5
Steel 45 GOST 1050-88,Improved,7.81,750,450,207.0,200000,8.5,4.5,3.571,6.5
Steel 45 GOST 1050-88,Quenched and tempered,7.81,705,375,207.0,200000,8.5,4.5,3.406,6.5
Steel 45 GOST 1050-88,Quenching and cooling in the oil,7.81,900,650,207.0,200000,8.5,4.5,4.122,6.5
Steel 45 GOST 1050-88,Quenching and cooling in the water,7.81,1000,700,207.0,200000,7.0,4.5,4.49,6.5
Steel 45 GOST 1050-88,Quenching and cooling in the water,7.81,1200,950,207.0,200000,7.0,4.5,5.224,6.5
Steel 45 GOST 1050-88,Quenching and heating,7.81,750,450,207.0,200000,8.5,4.5,3.571,6.5
Steel 45 GOST 1050-88,normalized,7.81,600,355,220.0,200000,8.5,4.5,3.354,5.5
Steel 45 GOST 1577-93,Quenched and tempered,7.86,705,370,197.0,206000,8.5,4.5,3.035,6.5
Steel 45 GOST 1577-93,Quenched and tempered,7.86,725,430,197.0,206000,8.5,4.5,3.035,6.5
Steel 45 GOST 1577-93,Quenched and tempered,7.86,775,500,197.0,206000,8.5,4.5,3.035,6.5
Steel 45 GOST 1577-93,normalized,7.86,655,275,229.0,206000,8.5,4.5,3.478,5.5
Steel 45 GOST 1577-93,normalized,7.86,675,305,229.0,206000,8.5,4.5,3.478,5.5
Steel 45 GOST 1577-93,normalized,7.86,675,340,229.0,206000,8.5,4.5,3.478,5.5
Steel 45Ch GOST 4543-71,Improved,7.82,950,750,207.0,206000,7.0,4.5,4.306,6.5
Steel 45Ch GOST 4543-71,Quenching and cooling in the oil,7.82,1400,1200,207.0,206000,7.0,4.5,5.959,7.0
Steel 45Ch GOST 4543-71,Standard,7.82,1030,835,229.0,206000,7.0,4.5,3.478,6.5
Steel 45Ch GOST 4543-71,normalized,7.82,650,350,207.0,206000,8.5,4.5,3.204,5.5
Steel 45ChN GOST 4543-71,Standard,7.82,1030,835,207.0,200000,7.0,4.5,3.174,6.5
Steel 45FL GOST 977-88,Quenched and tempered,7.82,638,441,207.0,200000,8.5,4.5,3.16,5.5
Steel 45FL GOST 977-88,normalized,7.82,589,392,207.0,200000,8.5,4.5,2.98,5.5
Steel 45G2 GOST 4543-71,Quenching and cooling in the oil,7.81,850,700,295.0,204000,8.5,4.5,4.392,6.5
Steel 45G2 GOST 4543-71,normalized,7.81,700,410,207.0,204000,8.5,4.5,3.388,5.5
Steel 45L GOST 977-88,Quenched and tempered,7.8,589,392,207.0,205000,8.5,4.5,2.98,5.5
Steel 45L GOST 977-88,normalized,7.8,540,314,207.0,215000,8.5,4.5,2.8,5.5
Steel 50 GOST 1050-88,Annealing or high tempering,7.81,560,370,217.0,216000,8.5,4.5,3.312,5.5
Steel 50 GOST 1050-88,Cold working,7.81,660,450,255.0,216000,8.5,4.5,3.838,5.5
Steel 50 GOST 1050-88,Improved,7.81,900,700,207.0,216000,8.5,4.5,4.122,6.5
Steel 50 GOST 1050-88,Quenched and tempered,7.81,725,400,207.0,216000,8.5,4.5,3.48,6.5
Steel 50 GOST 1050-88,normalized,7.81,600,355,241.0,216000,8.5,4.5,3.645,5.5
Steel 50 GOST 1577-93,Quenched and tempered,7.86,725,400,207.0,206000,8.5,4.5,3.174,6.5
Steel 50 GOST 1577-93,Quenched and tempered,7.86,775,460,207.0,206000,8.5,4.5,3.174,6.5
Steel 50 GOST 1577-93,Quenched and tempered,7.86,825,520,207.0,206000,8.5,4.5,3.174,6.5
Steel 50 GOST 1577-93,normalized,7.86,690,290,241.0,206000,8.5,4.5,3.645,5.5
Steel 50 GOST 1577-93,normalized,7.86,710,320,241.0,206000,8.5,4.5,3.645,6.5
Steel 50 GOST 1577-93,normalized,7.86,710,355,241.0,206000,8.5,4.5,3.645,6.5
Steel 50Ch GOST 4543-71,Quenching and cooling in the oil,7.86,1500,1300,207.0,207000,7.0,4.5,6.327,7.0
Steel 50Ch GOST 4543-71,Standard,7.86,1080,885,229.0,207000,7.0,4.5,3.478,6.5
Steel 50Ch GOST 4543-71,normalized,7.86,650,350,207.0,207000,8.5,4.5,3.204,5.5
Steel 50ChFA GOST 14959-79,heat treated,7.86,1270,1080,207.0,206000,7.0,4.5,5.482,7.0
Steel 50ChGA GOST 14959-79,heat treated,7.86,1270,1175,207.0,206000,7.0,4.5,5.482,7.0
Steel 50ChGFA GOST 14959-79,heat treated,7.86,1420,1325,207.0,206000,7.0,4.5,6.033,7.0
Steel 50ChN GOST 4543-71,Standard,7.86,1080,885,207.0,200000,7.0,4.5,3.174,6.5
Steel 50G GOST 1050-88,Quenching and cooling in the water,7.81,820,560,207.0,216000,8.5,4.5,3.829,6.5
Steel 50G GOST 1050-88,normalized,7.81,660,400,207.0,216000,8.5,4.5,3.241,5.5
Steel 50L GOST 977-88,Quenched and tempered,7.82,736,392,207.0,205000,8.5,4.5,3.52,6.5
Steel 50L GOST 977-88,normalized,7.82,569,334,207.0,219000,8.5,4.5,2.907,5.5
Steel 55 GOST 1050-88,Quenched and tempered,7.82,775,420,207.0,210000,8.5,4.5,3.663,6.5
Steel 55 GOST 1050-88,normalized,7.82,630,375,255.0,210000,8.5,4.5,3.838,5.5
Steel 55 GOST 1577-93,Quenched and tempered,7.86,775,430,217.0,206000,8.5,4.5,3.312,6.5
Steel 55 GOST 1577-93,Quenched and tempered,7.86,825,500,217.0,206000,8.5,4.5,3.312,6.5
Steel 55 GOST 1577-93,Quenched and tempered,7.86,875,550,217.0,206000,8.5,4.5,3.312,6.5
Steel 55 GOST 1577-93,normalized,7.86,730,300,255.0,206000,8.5,4.5,3.838,6.5
Steel 55 GOST 1577-93,normalized,7.86,750,330,255.0,206000,8.5,4.5,3.838,6.5
Steel 55 GOST 1577-93,normalized,7.86,750,370,255.0,206000,8.5,4.5,3.838,6.5
Steel 55S2 GOST 14959-79,heat treated,7.86,1270,1175,207.0,206000,7.0,4.5,5.482,7.0
Steel 60 GOST 1050-88,Quenched and tempered,7.81,825,450,207.0,204000,8.5,4.5,3.847,6.5
Steel 60 GOST 1050-88,normalized,7.81,680,400,255.0,204000,8.5,4.5,3.838,5.5
Steel 60 GOST 1577-93,Quenched and tempered,7.86,825,450,229.0,206000,8.5,4.5,3.478,6.5
Steel 60 GOST 1577-93,Quenched and tempered,7.86,875,520,229.0,206000,8.5,4.5,3.478,6.5
Steel 60 GOST 1577-93,Quenched and tempered,7.86,925,580,229.0,206000,7.0,4.5,3.478,6.5
Steel 60 GOST 1577-93,normalized,7.86,755,310,255.0,206000,8.5,4.5,3.838,6.5
Steel 60 GOST 1577-93,normalized,7.86,785,340,255.0,206000,8.5,4.5,3.838,6.5
Steel 60 GOST 1577-93,normalized,7.86,785,380,255.0,206000,8.5,4.5,3.838,6.5
Steel 65G GOST 1050-88,Improved,7.85,900,700,207.0,215000,8.5,4.5,4.122,6.5
Steel 65G GOST 1050-88,Quenching and cooling in the water,7.85,1500,1250,207.0,215000,7.0,4.5,6.327,7.0
Steel 65G GOST 1050-88,normalized,7.85,750,440,207.0,215000,8.5,4.5,3.571,6.5
Steel A11 GOST 1414-75,Standard,7.86,490,390,207.0,216000,8.5,4.5,3.174,5.5
Steel A12 GOST 1414-75,Standard,7.86,460,390,217.0,216000,8.5,4.5,3.312,5.5
Steel A12 GOST 1414-75,Standard,7.86,510,390,217.0,216000,8.5,4.5,3.312,5.5
Steel A20 GOST 1414-75,Standard,7.86,530,390,217.0,216000,8.5,4.5,3.312,5.5
Steel A30 GOST 1414-75,Standard,7.86,540,390,223.0,216000,8.5,4.5,3.395,5.5
Steel A35 GOST 1414-75,Standard,7.86,570,390,229.0,216000,8.5,4.5,3.478,5.5
Steel S235 GOST 27772-88,Standard,7.86,360,225,207.0,206000,8.5,4.5,2.139,5.5
Steel S245 GOST 27772-88,Standard,7.86,370,235,207.0,206000,8.5,4.5,2.176,5.5
Steel S255 GOST 27772-88,Standard,7.86,370,245,207.0,206000,8.5,4.5,2.176,5.5
Steel S285 GOST 27772-88,Standard,7.86,390,265,207.0,206000,8.5,4.5,2.249,5.5
Steel S345 GOST 27772-88,Standard,7.86,450,325,207.0,206000,8.5,4.5,2.469,5.5
Steel S375 GOST 27772-88,Standard,7.86,480,335,207.0,206000,8.5,4.5,2.58,5.5
Steel SAE 1015,annealed,7.86,386,284,111.0,207000,8.5,4.5,1.845,5.5
Steel SAE 1015,as-rolled,7.86,421,314,126.0,207000,8.5,4.5,2.052,5.5
Steel SAE 1015,normalized,7.86,424,324,121.0,207000,8.5,4.5,1.983,5.5
Steel SAE 1020,annealed,7.86,395,295,111.0,207000,8.5,4.5,1.845,5.5
Steel SAE 1020,as-rolled,7.86,448,331,143.0,207000,8.5,4.5,2.288,5.5
Steel SAE 1020,normalized,7.86,441,346,131.0,207000,8.5,4.5,2.122,5.5
Steel SAE 1022,annealed,7.86,450,317,137.0,207000,8.5,4.5,2.205,5.5
Steel SAE 1022,as-rolled,7.86,503,359,149.0,207000,8.5,4.5,2.371,5.5
Steel SAE 1022,normalized,7.86,483,359,143.0,207000,8.5,4.5,2.288,5.5
Steel SAE 1030,annealed,7.86,464,341,126.0,207000,8.5,4.5,2.052,5.5
Steel SAE 1030,as-rolled,7.86,552,345,179.0,207000,8.5,4.5,2.786,5.5
Steel SAE 1030,normalized,7.86,517,345,149.0,207000,8.5,4.5,2.371,5.5
Steel SAE 1030,tempered at 400 F,7.86,848,648,495.0,207000,8.5,4.5,7.162,6.5
Steel SAE 1030 tempered at 400,F,7.86,848,648,207.0,207000,8.5,4.5,3.931,6.5
Steel SAE 1040,annealed,7.86,519,353,149.0,207000,8.5,4.5,2.371,5.5
Steel SAE 1040,as-rolled,7.86,621,414,201.0,207000,8.5,4.5,3.091,5.5
Steel SAE 1040,normalized,7.86,590,374,170.0,207000,8.5,4.5,2.662,5.5
Steel SAE 1040,tempered at 400 F,7.86,779,593,262.0,207000,8.5,4.5,3.935,6.5
Steel SAE 1040 tempered at 400,F,7.86,779,593,207.0,207000,8.5,4.5,3.678,6.5
Steel SAE 1050,annealed,7.86,636,365,187.0,207000,8.5,4.5,2.897,5.5
Steel SAE 1050,as-rolled,7.86,724,414,229.0,207000,8.5,4.5,3.478,6.5
Steel SAE 1050,normalized,7.86,748,427,217.0,207000,8.5,4.5,3.312,6.5
Steel SAE 1050,tempered at 600 F,7.86,979,724,321.0,207000,7.0,4.5,4.752,6.5
Steel SAE 1050 tempered at 600,F,7.86,979,724,207.0,207000,7.0,4.5,4.413,6.5
Steel SAE 1060,annealed,7.86,626,372,179.0,207000,8.5,4.5,2.786,5.5
Steel SAE 1060,as-rolled,7.86,814,483,241.0,207000,8.5,4.5,3.645,6.5
Steel SAE 1060,normalized,7.86,776,421,229.0,207000,8.5,4.5,3.478,6.5
Steel SAE 1060,tempered at 600 F,7.86,1103,779,321.0,207000,7.0,4.5,4.752,6.5
Steel SAE 1060 tempered at 600,F,7.86,1103,779,207.0,207000,7.0,4.5,4.868,6.5
Steel SAE 1080,annealed,7.86,615,376,174.0,207000,8.5,4.5,2.717,5.5
Steel SAE 1080,as-rolled,7.86,965,586,293.0,207000,7.0,4.5,4.365,6.5
Steel SAE 1080,normalized,7.86,1010,524,293.0,207000,7.0,4.5,4.365,6.5
Steel SAE 1080,tempered at 600 F,7.86,1303,979,388.0,207000,7.0,4.5,5.68,7.0
Steel SAE 1080 tempered at 600,F,7.86,1303,979,207.0,207000,7.0,4.5,5.603,7.0
Steel SAE 1095,annealed,7.86,657,379,192.0,207000,8.5,4.5,2.966,5.5
Steel SAE 1095,as-rolled,7.86,965,572,293.0,207000,7.0,4.5,4.365,6.5
Steel SAE 1095,normalized,7.86,1014,500,293.0,207000,7.0,4.5,4.365,6.5
Steel SAE 1095,tempered at 400 F,7.86,1289,827,401.0,207000,7.0,4.5,5.86,7.0
Steel SAE 1095 tempered at 400,F,7.86,1289,827,207.0,207000,7.0,4.5,5.551,7.0
Steel SAE 1117,annealed,7.86,429,279,121.0,207000,8.5,4.5,1.983,5.5
Steel SAE 1117,as-rolled,7.86,487,305,143.0,207000,8.5,4.5,2.288,5.5
Steel SAE 1117,normalized,7.86,467,303,137.0,207000,8.5,4.5,2.205,5.5
Steel SAE 1118,annealed,7.86,450,284,131.0,207000,8.5,4.5,2.122,5.5
Steel SAE 1118,as-rolled,7.86,521,316,149.0,207000,8.5,4.5,2.371,5.5
Steel SAE 1118,normalized,7.86,477,319,143.0,207000,8.5,4.5,2.288,5.5
Steel SAE 1137,annealed,7.86,584,345,174.0,207000,8.5,4.5,2.717,5.5
Steel SAE 1137,as-rolled,7.86,627,379,192.0,207000,8.5,4.5,2.966,5.5
Steel SAE 1137,normalized,7.86,669,396,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 1137,tempered at 400 F,7.86,1082,938,352.0,207000,7.0,4.5,5.182,6.5
Steel SAE 1137 tempered at 400,F,7.86,1082,938,207.0,207000,7.0,4.5,4.791,6.5
Steel SAE 1141,annealed,7.86,598,353,163.0,207000,8.5,4.5,2.565,5.5
Steel SAE 1141,as-rolled,7.86,676,359,192.0,207000,8.5,4.5,2.966,5.5
Steel SAE 1141,normalized,7.86,707,405,201.0,207000,8.5,4.5,3.091,6.5
Steel SAE 1141,tempered at 400 F,7.86,1634,1213,461.0,207000,5.0,4.5,6.691,7.0
Steel SAE 1141 tempered at 400,F,7.86,1634,1213,207.0,207000,5.0,4.5,6.819,7.0
Steel SAE 1144,annealed,7.86,584,346,167.0,207000,8.5,4.5,2.62,5.5
Steel SAE 1144,as-rolled,7.86,703,421,212.0,207000,8.5,4.5,3.243,6.5
Steel SAE 1144,normalized,7.86,667,400,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 1144,tempered at 400 F,7.86,876,627,277.0,207000,8.5,4.5,4.143,6.5
Steel SAE 1144 tempered at 400,F,7.86,876,627,207.0,207000,8.5,4.5,4.034,6.5
Steel SAE 1340,annealed,7.86,703,436,207.0,207000,8.5,4.5,3.174,6.5
Steel SAE 1340,normalized,7.86,836,558,248.0,207000,8.5,4.5,3.742,6.5
Steel SAE 1340,tempered at 400 F,7.86,1806,1593,505.0,207000,5.0,4.5,7.3,7.0
Steel SAE 1340 tempered at 400,F,7.86,1806,1593,207.0,207000,5.0,4.5,7.451,7.0
Steel SAE 30201,1/2-hard,8.03,1034,758,207.0,193000,7.0,4.5,4.615,6.5
Steel SAE 30201,1/4-hard,8.03,862,517,207.0,193000,8.5,4.5,3.983,6.5
Steel SAE 30201,3/4-hard,8.03,1207,931,207.0,193000,7.0,4.5,5.25,7.0
Steel SAE 30201,Full-hard,8.03,1276,965,207.0,193000,7.0,4.5,5.504,7.0
Steel SAE 30201,annealed,8.03,793,379,207.0,193000,8.5,4.5,3.729,6.5
Steel SAE 30202,1/4-hard,8.03,862,517,207.0,193000,8.5,4.5,3.983,6.5
Steel SAE 30202,annealed,8.03,724,379,207.0,193000,8.5,4.5,3.476,6.5
Steel SAE 30301,1/2-hard,8.03,1034,758,207.0,193000,7.0,4.5,4.615,6.5
Steel SAE 30301,1/4-hard,8.03,862,517,207.0,193000,8.5,4.5,3.983,6.5
Steel SAE 30301,3/4-hard,8.03,1207,931,207.0,193000,7.0,4.5,5.25,7.0
Steel SAE 30301,Full-hard,8.03,1276,965,207.0,193000,7.0,4.5,5.504,7.0
Steel SAE 30301,annealed,8.03,758,276,165.0,193000,8.5,4.5,2.592,6.5
Steel SAE 30302,1/4-hard,8.03,862,517,207.0,193000,8.5,4.5,3.983,6.5
Steel SAE 30302,annealed,8.03,621,255,155.0,193000,8.5,4.5,2.454,5.5
Steel SAE 30302B,annealed,8.03,655,276,165.0,193000,8.5,4.5,2.592,5.5
Steel SAE 30303,annealed,8.03,621,241,160.0,193000,8.5,4.5,2.523,5.5
Steel SAE 30304,annealed,8.03,586,241,150.0,193000,8.5,4.5,2.385,5.5
Steel SAE 30304L,annealed,8.03,552,207,140.0,193000,8.5,4.5,2.246,5.5
Steel SAE 30305,annealed,8.03,586,255,156.0,193000,8.5,4.5,2.468,5.5
Steel SAE 30308,annealed,8.03,586,241,150.0,193000,8.5,4.5,2.385,5.5
Steel SAE 30309,annealed,8.03,621,276,165.0,193000,8.5,4.5,2.592,5.5
Steel SAE 30310,annealed,8.03,655,276,170.0,193000,8.5,4.5,2.662,5.5
Steel SAE 30314,annealed,8.03,689,345,170.0,193000,8.5,4.5,2.662,5.5
Steel SAE 30316,annealed,8.03,586,241,150.0,193000,8.5,4.5,2.385,5.5
Steel SAE 30316L,annealed,8.03,538,207,145.0,193000,8.5,4.5,2.315,5.5
Steel SAE 30317,annealed,8.03,621,276,160.0,193000,8.5,4.5,2.523,5.5
Steel SAE 30321,annealed,8.03,600,241,150.0,193000,8.5,4.5,2.385,5.5
Steel SAE 30347,annealed,8.03,634,241,160.0,193000,8.5,4.5,2.523,5.5
Steel SAE 30348,annealed,8.03,634,241,160.0,193000,8.5,4.5,2.523,5.5
Steel SAE 3140,annealed,7.86,689,422,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 3140,normalized,7.86,891,600,262.0,207000,8.5,4.5,3.935,6.5
Steel SAE 4037,tempered at 400 F,7.86,1027,758,310.0,207000,7.0,4.5,4.6,6.5
Steel SAE 4037 tempered at 400,F,7.86,1027,758,207.0,207000,7.0,4.5,4.589,6.5
Steel SAE 4042,tempered at 400 F,7.86,1800,1662,516.0,207000,5.0,4.5,7.452,7.0
Steel SAE 4042 tempered at 400,F,7.86,1800,1662,207.0,207000,5.0,4.5,7.429,7.0
Steel SAE 4130,annealed,7.86,560,360,156.0,207000,8.5,4.5,2.468,5.5
Steel SAE 4130,normalized,7.86,669,436,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 4130,tempered at 400 F,7.86,1627,1462,467.0,207000,5.0,4.5,6.774,7.0
Steel SAE 4130 tempered at 400,F,7.86,1627,1462,207.0,207000,5.0,4.5,6.793,7.0
Steel SAE 4140,annealed,7.86,655,417,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 4140,normalized,7.86,1020,655,302.0,207000,7.0,4.5,4.489,6.5
Steel SAE 4140,tempered at 400 F,7.86,1772,1641,510.0,207000,5.0,4.5,7.369,7.0
Steel SAE 4140 tempered at 400,F,7.86,1772,1641,207.0,207000,5.0,4.5,7.326,7.0
Steel SAE 4150,annealed,7.86,729,379,197.0,207000,8.5,4.5,3.035,6.5
Steel SAE 4150,normalized,7.86,1155,734,321.0,207000,7.0,4.5,4.752,6.5
Steel SAE 4150,tempered at 400 F,7.86,1931,1724,530.0,207000,5.0,4.5,7.646,7.0
Steel SAE 4150 tempered at 400,F,7.86,1931,1724,207.0,207000,5.0,4.5,7.91,7.0
Steel SAE 4320,annealed,7.86,579,425,163.0,207000,8.5,4.5,2.565,5.5
Steel SAE 4320,normalized,7.86,793,464,235.0,207000,8.5,4.5,3.562,6.5
Steel SAE 4340,annealed,7.86,745,472,217.0,207000,8.5,4.5,3.312,6.5
Steel SAE 4340,normalized,7.86,1279,862,363.0,207000,7.0,4.5,5.334,7.0
Steel SAE 4340,tempered at 400 F,7.86,1875,1675,520.0,207000,5.0,4.5,7.508,7.0
Steel SAE 4340 tempered at 400,F,7.86,1875,1675,207.0,207000,5.0,4.5,7.704,7.0
Steel SAE 4620,annealed,7.86,512,372,149.0,207000,8.5,4.5,2.371,5.5
Steel SAE 4620,normalized,7.86,574,366,174.0,207000,8.5,4.5,2.717,5.5
Steel SAE 4820,annealed,7.86,681,464,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 4820,normalized,7.86,755,484,229.0,207000,8.5,4.5,3.478,6.5
Steel SAE 5046,tempered at 400 F,7.86,1744,1407,482.0,207000,5.0,4.5,6.982,7.0
Steel SAE 5046 tempered at 400,F,7.86,1744,1407,207.0,207000,5.0,4.5,7.223,7.0
Steel SAE 5130,tempered at 400 F,7.86,1613,1517,475.0,207000,5.0,4.5,6.885,7.0
Steel SAE 5130 tempered at 400,F,7.86,1613,1517,207.0,207000,5.0,4.5,6.742,7.0
Steel SAE 5140,annealed,7.86,572,293,167.0,207000,8.5,4.5,2.62,5.5
Steel SAE 5140,normalized,7.86,793,472,229.0,207000,8.5,4.5,3.478,6.5
Steel SAE 5140,tempered at 400 F,7.86,1793,1641,490.0,207000,5.0,4.5,7.092,7.0
Steel SAE 5140 tempered at 400,F,7.86,1793,1641,207.0,207000,5.0,4.5,7.403,7.0
Steel SAE 51403,annealed,8.03,517,276,155.0,200000,8.5,4.5,2.454,5.5
Steel SAE 51403,tempered at 400 F,8.03,1310,1000,390.0,200000,7.0,4.5,5.708,7.0
Steel SAE 51403 tempered at 400,F,8.03,1310,1000,207.0,200000,7.0,4.5,5.629,7.0
Steel SAE 51405,annealed,8.03,483,276,150.0,200000,8.5,4.5,2.385,5.5
Steel SAE 51410,annealed,8.03,517,276,155.0,200000,8.5,4.5,2.454,5.5
Steel SAE 51410,tempered at 400 F,8.03,1310,1000,390.0,200000,7.0,4.5,5.708,7.0
Steel SAE 51410 tempered at 400,F,8.03,1310,1000,207.0,200000,7.0,4.5,5.629,7.0
Steel SAE 51414,annealed,8.03,827,655,235.0,200000,8.5,4.5,3.562,6.5
Steel SAE 51414,tempered at 400 F,8.03,1379,1034,415.0,200000,7.0,4.5,6.054,7.0
Steel SAE 51414 tempered at 400,F,8.03,1379,1034,207.0,200000,7.0,4.5,5.882,7.0
Steel SAE 51416,annealed,8.03,517,276,155.0,200000,8.5,4.5,2.454,5.5
Steel SAE 51416,tempered at 400 F,8.03,1310,1000,390.0,200000,7.0,4.5,5.708,7.0
Steel SAE 51416 tempered at 400,F,8.03,1310,1000,207.0,200000,7.0,4.5,5.629,7.0
Steel SAE 51420,annealed,8.03,655,345,195.0,200000,8.5,4.5,3.008,5.5
Steel SAE 51420,tempered at 600 F,8.03,1586,1344,500.0,200000,5.0,4.5,7.231,7.0
Steel SAE 51420 tempered at 600,F,8.03,1586,1344,207.0,200000,5.0,4.5,6.642,7.0
Steel SAE 51430,annealed,8.03,517,310,155.0,200000,8.5,4.5,2.454,5.5
Steel SAE 51430F,annealed,8.03,552,379,170.0,200000,8.5,4.5,2.662,5.5
Steel SAE 51431,annealed,8.03,862,655,260.0,200000,8.5,4.5,3.908,6.5
Steel SAE 51431,tempered at 400 F,8.03,1413,1069,415.0,200000,7.0,4.5,6.054,7.0
Steel SAE 51431 tempered at 400,F,8.03,1413,1069,207.0,200000,7.0,4.5,6.007,7.0
Steel SAE 51440A,annealed,8.03,724,414,215.0,200000,8.5,4.5,3.285,6.5
Steel SAE 51440A,tempered at 600 F,8.03,1793,1655,510.0,200000,5.0,4.5,7.369,7.0
Steel SAE 51440A tempered at 600,F,8.03,1793,1655,207.0,200000,5.0,4.5,7.403,7.0
Steel SAE 51440C,annealed,8.03,758,448,230.0,200000,8.5,4.5,3.492,6.5
Steel SAE 51440C,tempered at 600 F,8.03,1965,1896,580.0,200000,5.0,4.5,8.338,7.0
Steel SAE 51440C tempered at 600,F,8.03,1965,1896,207.0,200000,5.0,4.5,8.035,7.0
Steel SAE 51446,annealed,8.03,552,345,170.0,200000,8.5,4.5,2.662,5.5
Steel SAE 5150,annealed,7.86,676,357,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 5150,normalized,7.86,870,529,255.0,207000,8.5,4.5,3.838,6.5
Steel SAE 5150,tempered at 400 F,7.86,1944,1731,525.0,207000,5.0,4.5,7.577,7.0
Steel SAE 5150 tempered at 400,F,7.86,1944,1731,207.0,207000,5.0,4.5,7.958,7.0
Steel SAE 51501,annealed,8.03,483,207,160.0,200000,8.5,4.5,2.523,5.5
Steel SAE 51502,annealed,8.03,483,207,150.0,200000,8.5,4.5,2.385,5.5
Steel SAE 5160,annealed,7.86,722,276,197.0,207000,8.5,4.5,3.035,6.5
Steel SAE 5160,normalized,7.86,957,531,269.0,207000,7.0,4.5,4.032,6.5
Steel SAE 5160,tempered at 400 F,7.86,2220,1793,627.0,207000,5.0,4.5,8.989,7.0
Steel SAE 5160 tempered at 400,F,7.86,2220,1793,207.0,207000,5.0,4.5,8.971,7.0
Steel SAE 6150,annealed,7.86,667,412,197.0,207000,8.5,4.5,3.035,5.5
Steel SAE 6150,normalized,7.86,939,615,269.0,207000,7.0,4.5,4.032,6.5
Steel SAE 6150,tempered at 400 F,7.86,1931,1689,538.0,207000,5.0,4.5,7.757,7.0
Steel SAE 6150 tempered at 400,F,7.86,1931,1689,207.0,207000,5.0,4.5,7.91,7.0
Steel SAE 8620,annealed,7.86,536,385,149.0,207000,8.5,4.5,2.371,5.5
Steel SAE 8620,normalized,7.86,633,357,183.0,207000,8.5,4.5,2.842,5.5
Steel SAE 8630,annealed,7.86,564,372,156.0,207000,8.5,4.5,2.468,5.5
Steel SAE 8630,normalized,7.86,650,429,187.0,207000,8.5,4.5,2.897,5.5
Steel SAE 8630,tempered at 400 F,7.86,1641,1503,465.0,207000,5.0,4.5,6.746,7.0
